	AA_MEAN	AA_STD	CRAT_MEAN	CRAT_STD
27	1.447192873238661e-08	1.4127310460822258e-09	1.9671951798344977e-06	9.62951160604067e-08
28	1.555628677453909e-08	1.668534340316499e-09	2.128269745597672e-06	1.152317586604818e-07
29	1.7246462710131564e-08	1.898196095770252e-09	2.317462269167448e-06	1.2961610966129335e-07
30	1.8736219365203367e-08	2.03108056742091e-09	2.5060971831945805e-06	1.3740597279007002e-07
31	2.0047505019345577e-08	2.2950973984597956e-09	2.7301631493497833e-06	1.5639234431764801e-07
32	2.229278553441646e-08	2.669720719621121e-09	2.9606126405972215e-06	1.7827223419028362e-07
33	2.3181897657687502e-08	2.956430461653686e-09	3.2160004311340313e-06	2.0352075176310507e-07
34	2.5476642551396454e-08	3.2746373246767835e-09	3.491309854084745e-06	2.2877329112733793e-07
35	2.675586806507897e-08	3.846971233815806e-09	3.7847432222126737e-06	2.756198871721646e-07
36	2.788269029558803e-08	4.204708332636747e-09	4.1192550621810714e-06	3.144746571914026e-07
37	3.127713354684144e-08	4.853762989124776e-09	4.466258246152987e-06	3.515612967571846e-07
38	3.209435302319298e-08	5.246616536464252e-09	4.8866728558674435e-06	4.0721486004651683e-07
39	3.541272777824875e-08	5.909396787442581e-09	5.2836085818817785e-06	4.467856118590971e-07
40	3.6721703444723476e-08	6.728555170796028e-09	5.72359851094323e-06	5.303575651462502e-07
41	3.809407930066006e-08	7.549279963052263e-09	6.259640731366625e-06	6.288628990638417e-07
42	4.440613813068407e-08	9.04055453822482e-09	6.763954989429751e-06	6.95627314989106e-07
43	4.466891731885348e-08	9.6237154242405e-09	7.3756112462474764e-06	7.95648698146149e-07
44	5.187912278626714e-08	1.112625501003892e-08	7.954334114940916e-06	8.632489152298852e-07
45	5.5805691814263414e-08	1.245365684553559e-08	8.652105963384613e-06	9.828560523906115e-07
46	5.980920905655653e-08	1.4505196981878906e-08	9.423610963137601e-06	1.1413110996458257e-06
47	7.069982153675705e-08	1.7109207004024248e-08	1.0250483707366143e-05	1.2491426021414346e-06
48	7.397115502360146e-08	1.8699123706022125e-08	1.1114616652027026e-05	1.3990264482480505e-06
49	7.696848900120929e-08	2.005302781867718e-08	1.2127928422051713e-05	1.6078587638033005e-06
50	9.094913785928848e-08	2.392440925786725e-08	1.3182457760673808e-05	1.7645653770970671e-06
51	9.010023035810571e-08	2.449482444339102e-08	1.4196958803238674e-05	1.964254225457174e-06
52	1.0637661280198929e-07	3.164412985162203e-08	1.5382347218117633e-05	2.284429082869062e-06
53	1.2739944578895633e-07	3.55943580623409e-08	1.6874507221891646e-05	2.388791696531923e-06
54	1.2392941322568532e-07	3.8709884140391956e-08	1.824340156223998e-05	2.860252212732946e-06
55	1.4630417633561795e-07	4.4117871941985394e-08	1.9806600947209065e-05	3.0479282588354204e-06
56	1.7003727952688068e-07	5.4332900243472324e-08	2.1349446792782627e-05	3.3928374732864575e-06
57	2.037904023685229e-07	6.194159321704489e-08	2.337536817056609e-05	3.6065392528830875e-06
58	1.9107801851981398e-07	6.68891731256545e-08	2.5290940390127907e-05	4.531660163700386e-06
59	2.2539856730118997e-07	8.332023446429559e-08	2.7406193123076377e-05	5.023292238393187e-06
60	2.661588502038829e-07	9.256995307142395e-08	2.9843500177929116e-05	5.289811570950182e-06
61	2.373410208676879e-07	9.529616228325539e-08	3.2570298933848454e-05	6.627973578868163e-06
62	2.919017040585919e-07	1.183406663845545e-07	3.5954534057486956e-05	7.557817218337214e-06
63	3.313721603781718e-07	1.3454665361999877e-07	3.8265773623489977e-05	8.208185209654347e-06
64	2.544450792362576e-07	1.220582633252435e-07	4.094638337399408e-05	1.0829467768470845e-05
65	3.041891518212815e-07	1.3667267543406895e-07	4.498158610510798e-05	1.1008279264630318e-05
66	3.479692414289019e-07	1.6188661404385606e-07	4.742334257095558e-05	1.3134468228519335e-05
67	4.1314269495793247e-07	1.8090600113127557e-07	5.066984559941783e-05	1.54121394581246e-05
68	2.3822059312145082e-07	1.4259762947311856e-07	5.502800379315464e-05	2.059034580976257e-05
69	2.720016222571587e-07	1.5260400607449793e-07	5.612967303272985e-05	2.387049671169222e-05
70	2.917186779403413e-07	1.5422383730464174e-07	5.641416868072087e-05	2.5844130244834234e-05
71	3.2476431638596257e-07	1.5561635060457414e-07	5.513635534152145e-05	2.9853572872214832e-05
72	3.712744168801789e-07	1.6620134979686887e-07	5.4947293314148124e-05	3.422215172844852e-05
73	3.819408044614512e-07	1.8196865122718203e-07	5.069786352733176e-05	3.770711311279409e-05
74	3.409293809471501e-07	2.242922635597828e-07	3.87949443332641e-05	4.0006432654576326e-05
75	3.170737493250208e-07	2.4679222244969007e-07	3.1910840347447164e-05	3.992909325166183e-05
76	2.971834271969068e-07	2.826777319587482e-07	2.4948984048662853e-05	3.922813265103704e-05
77	2.7446519718055777e-07	2.885661005286527e-07	1.8749234088132897e-05	3.596672019269419e-05
78	2.4177916916559954e-07	3.0761055590474267e-07	1.3552809198170571e-05	3.268462552058843e-05
79	2.2650722454872088e-07	3.2176863957374485e-07	1.1066763159925535e-05	3.054954014473654e-05
80	1.971149001996727e-07	3.7359058951428756e-07	7.262180415275131e-06	2.2864324638997003e-05
81	2.0684371697930468e-07	4.101465133658071e-07	4.97368070268159e-06	1.9532897406586947e-05
82	2.0470807969567444e-07	4.43071349058091e-07	3.2378839233234507e-06	1.62852614347522e-05
83	1.8458570279433282e-07	4.4118019447534054e-07	2.61682662973988e-06	1.4415753462783034e-05
84	1.6859134264344265e-07	4.55336276349524e-07	1.5425729527776895e-06	1.1234614651031596e-05
85	1.457785364312247e-07	4.382795345507499e-07	9.826135100181405e-07	9.134425854738992e-06
86	1.548660037595504e-07	5.004366522327721e-07	6.628280666987209e-07	7.504885708737824e-06
87	9.541127233620355e-08	4.1524488270816923e-07	2.659235072998791e-07	4.925798173980492e-06
88	1.1326177774891717e-07	4.55330113828854e-07	2.3246450646268052e-07	4.310281866614743e-06
89	1.1105735097252434e-07	5.002638151779431e-07	1.1049603977606361e-07	3.492444048426149e-06
90	6.136413610733875e-08	3.797375558437207e-07	1.0339145424749216e-07	3.2678896888664787e-06
91	4.871259611456079e-08	3.3235151654301003e-07	9.378568962679348e-08	2.964280658641227e-06
92	7.474364521815771e-08	4.5715649599264743e-07	7.974174931195885e-08	2.5203943811927448e-06
93	5.352012140372413e-08	4.2173081207553304e-07	5.976145296751998e-08	1.888877928699553e-06
94	3.7592768014262026e-08	3.728331151184534e-07	1.1985882777363066e-07	3.788373325937346e-06
95	4.5147466704453873e-08	4.0959360801204445e-07	0.0	0.0
96	3.4809703526497436e-08	3.80795249396953e-07	0.0	0.0
97	6.393759370524112e-09	1.4397464206465385e-07	0.0	0.0
98	9.758272758264946e-09	2.1802471292109265e-07	0.0	0.0
99	3.9645462740536034e-08	4.362269313797159e-07	0.0	0.0
100	7.3617050662785285e-09	2.3268112682679714e-07	0.0	0.0
101	2.9456984403218876e-08	5.010386019514032e-07	0.0	0.0
102	0.0	0.0	0.0	0.0
103	9.321749981181208e-09	2.946321905171601e-07	0.0	0.0
104	6.648224562794107e-09	1.53279631948906e-07	0.0	0.0
105	0.0	0.0	0.0	0.0
106	0.0	0.0	0.0	0.0
107	0.0	0.0	0.0	0.0
108	0.0	0.0	0.0	0.0
109	0.0	0.0	0.0	0.0
110	0.0	0.0	0.0	0.0
111	0.0	0.0	0.0	0.0
112	0.0	0.0	0.0	0.0
113	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0
115	0.0	0.0	0.0	0.0
116	0.0	0.0	0.0	0.0
117	0.0	0.0	0.0	0.0
118	0.0	0.0	0.0	0.0
119	0.0	0.0	0.0	0.0
120	0.0	0.0	0.0	0.0
121	0.0	0.0	0.0	0.0
122	0.0	0.0	0.0	0.0
123	0.0	0.0	0.0	0.0
124	0.0	0.0	0.0	0.0
125	0.0	0.0	0.0	0.0
126	0.0	0.0	0.0	0.0
127	0.0	0.0	0.0	0.0
128	0.0	0.0	0.0	0.0
129	0.0	0.0	0.0	0.0
130	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0
132	0.0	0.0	0.0	0.0
133	0.0	0.0	0.0	0.0
134	0.0	0.0	0.0	0.0
135	0.0	0.0	0.0	0.0
136	0.0	0.0	0.0	0.0
137	0.0	0.0	0.0	0.0
138	0.0	0.0	0.0	0.0
139	0.0	0.0	0.0	0.0
