	AA_MEAN	AA_STD	CRAT_MEAN	CRAT_STD
66	3.496368322770492e-07	1.6052151634434883e-07	4.7691191029324095e-05	1.2781228252644379e-05
67	4.064484981994529e-07	1.7750826254360047e-07	5.052177384747808e-05	1.4789715662009296e-05
68	2.3425117608962577e-07	1.3841955640938693e-07	5.4114674965411224e-05	2.063651990143683e-05
69	2.678564053483584e-07	1.4923020291624495e-07	5.6334899085125326e-05	2.3248814500542175e-05
70	2.992540795140076e-07	1.5569046183689033e-07	5.706866852137996e-05	2.6344737411289092e-05
71	3.313945043999163e-07	1.5567070961466886e-07	5.5831655503809417e-05	3.0199555355959912e-05
72	3.622205869668451e-07	1.61250226899784e-07	5.475677209771925e-05	3.339091467951139e-05
73	3.783431756894167e-07	1.8157877972724942e-07	4.99502406574724e-05	3.775661674311751e-05
74	3.467566121798011e-07	2.2308224917655755e-07	3.99898288797569e-05	4.037799038940795e-05
75	3.156956170931432e-07	2.491853638993987e-07	2.9875118316911442e-05	3.96351623372863e-05
76	2.948794354786728e-07	2.788784297434762e-07	2.463815354478764e-05	3.8938071689340064e-05
77	2.65327489216492e-07	2.9081628537690036e-07	1.7232004249250386e-05	3.469798853872752e-05
78	2.4004292953007487e-07	3.085885308304456e-07	1.294057634992272e-05	3.1629662104068225e-05
79	2.2144941112001593e-07	3.206524540318656e-07	9.972587924814727e-06	2.8960019766942644e-05
80	2.1611948287516593e-07	3.906971198064855e-07	6.4826047472849495e-06	2.1424227670488666e-05
81	2.0806837210582632e-07	4.076818030499107e-07	5.4568916122984934e-06	2.0119406001930692e-05
82	1.8976049038773198e-07	4.1905238279238905e-07	3.538583461024957e-06	1.6804683032862102e-05
83	1.7382194750042174e-07	4.343977638439901e-07	2.398055042205329e-06	1.3842078471734157e-05
84	1.47096507487952e-07	4.2084890121394183e-07	1.5506594842547841e-06	1.1391640728130181e-05
85	1.4146219419270668e-07	4.3808084425940284e-07	9.56555366892424e-07	8.96940101875841e-06
86	1.1649146222383628e-07	4.2656137866238373e-07	6.171058613299425e-07	7.29693949989858e-06
87	1.1310149285551617e-07	4.4563541075436324e-07	4.166170050916216e-07	6.051523103915806e-06
88	9.562027667432719e-08	4.2835870931009493e-07	2.2574214938634265e-07	4.531134817822009e-06
89	8.637817917575289e-08	4.264151238183145e-07	1.596175173393169e-07	3.939244345827567e-06
90	7.280140910807095e-08	4.0877174808114747e-07	7.844763772215395e-08	2.6844872181783706e-06
91	5.677728917928239e-08	3.90063893638706e-07	5.947843458803748e-08	2.4905567700442715e-06
92	5.096316893710817e-08	3.877839029028879e-07	8.805368312938446e-08	2.844645176729808e-06
93	3.899018414163062e-08	3.527140191395802e-07	0.0	0.0
94	3.691258292810976e-08	3.5806634404409775e-07	2.397176555472613e-08	1.6948902836201409e-06
95	3.5985822084325305e-08	3.695783256022137e-07	0.0	0.0
96	2.690132975481959e-08	3.3597417916489003e-07	0.0	0.0
97	2.4864808814758497e-08	3.579482639140421e-07	0.0	0.0
98	1.8971267827038692e-08	3.0635102054818223e-07	0.0	0.0
99	1.0760805056237724e-08	2.3795237776048956e-07	0.0	0.0
100	2.141704683644341e-08	3.760930846080204e-07	0.0	0.0
101	1.3489317568202034e-08	3.108547042425391e-07	0.0	0.0
102	1.1378461482943022e-08	3.0207312404038585e-07	0.0	0.0
103	1.1382730347725675e-08	3.393425436543635e-07	0.0	0.0
104	1.0944315700598457e-08	3.453768618717693e-07	0.0	0.0
105	2.12620526520928e-09	1.5041708764993933e-07	0.0	0.0
106	4.849751202771536e-09	2.430038597962162e-07	0.0	0.0
107	9.446505675907825e-09	3.353568217444134e-07	0.0	0.0
108	2.3136285928836556e-09	1.806252218302367e-07	0.0	0.0
109	2.7341609723422355e-09	1.6564165604926997e-07	0.0	0.0
110	0.0	0.0	0.0	0.0
111	2.7158011297404997e-09	2.0141027627803798e-07	0.0	0.0
112	0.0	0.0	0.0	0.0
113	3.6612602764311237e-09	3.661077208840498e-07	0.0	0.0
114	0.0	0.0	0.0	0.0
115	0.0	0.0	0.0	0.0
116	0.0	0.0	0.0	0.0
117	0.0	0.0	0.0	0.0
118	4.319424415787197e-09	4.3192084391668564e-07	0.0	0.0
119	0.0	0.0	0.0	0.0
120	0.0	0.0	0.0	0.0
121	0.0	0.0	0.0	0.0
122	0.0	0.0	0.0	0.0
123	0.0	0.0	0.0	0.0
124	0.0	0.0	0.0	0.0
125	0.0	0.0	0.0	0.0
126	0.0	0.0	0.0	0.0
127	0.0	0.0	0.0	0.0
128	0.0	0.0	0.0	0.0
129	0.0	0.0	0.0	0.0
130	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0
132	0.0	0.0	0.0	0.0
133	0.0	0.0	0.0	0.0
134	0.0	0.0	0.0	0.0
135	0.0	0.0	0.0	0.0
136	0.0	0.0	0.0	0.0
137	0.0	0.0	0.0	0.0
138	0.0	0.0	0.0	0.0
139	0.0	0.0	0.0	0.0
