	A_tot	Perf_tot	Perf_area
1537	7.881709913002183e-06	3	1.5262714150192948e-06
1538	1.2984996072361658e-05	6	7.976816310679867e-06
1539	1.0507411231868624e-05	5	5.486285584805848e-06
1540	8.202446146696956e-06	3	2.4350052775049476e-06
1541	8.264277496117765e-06	4	2.7113701545941944e-06
1542	6.883381806220685e-06	2	1.233252180471007e-06
1543	9.744865437164922e-06	6	5.129128271256087e-06
1544	7.007752069628097e-06	1	6.348251057524412e-07
1545	6.644920704712219e-06	2	1.245815036571634e-06
1546	6.58930511771059e-06	2	1.4481567130125407e-06
1547	1.140380646806315e-05	4	5.517728019872233e-06
1548	9.396426454071391e-06	3	4.258003782989846e-06
1549	1.0446662219185407e-05	4	4.248873641804613e-06
1550	6.379996680390481e-06	1	5.696526894703711e-07
1551	1.0293124497296017e-05	5	5.513743891909507e-06
1552	7.481840476232764e-06	3	2.164498987115337e-06
1553	8.296749281104674e-06	3	3.482676347494594e-06
1554	9.866502926134313e-06	5	4.8761971859093325e-06
1555	1.2319004808931668e-05	6	6.258796343156729e-06
1556	9.686889435987918e-06	4	4.46251188417489e-06
1557	7.136433912921295e-06	4	2.7474939336523203e-06
1558	6.1041681398312846e-06	1	4.7091379664140726e-07
1559	8.120200310327179e-06	4	2.8910473669202005e-06
1560	6.5851929137394234e-06	1	7.949379867823923e-07
1561	6.117226287649134e-06	1	9.561458161832863e-07
1562	9.489879745691323e-06	2	3.887776127734831e-06
1563	1.161847221052305e-05	5	5.564199750255276e-06
1564	1.2592492604297342e-05	3	6.692286553937088e-06
1565	9.195893137406788e-06	4	4.025441182339489e-06
1566	9.71054064976878e-06	4	4.182939515916928e-06
1567	6.748572252906157e-06	3	1.739725125152152e-06
1568	1.1322345408946777e-05	5	6.850592643047703e-06
1569	8.426975128470763e-06	4	3.015316016080215e-06
1570	7.806604488871108e-06	2	1.2004326928302502e-06
1571	1.1143596719815563e-05	6	6.046025596547091e-06
1572	1.0058720365043904e-05	6	5.8191818545550104e-06
1573	8.00991288572532e-06	4	3.400538157345233e-06
1574	7.946124794972623e-06	3	2.3114124848092836e-06
1575	8.031915299560328e-06	3	2.3820056336050524e-06
1576	1.1622419222250679e-05	5	6.228738173839895e-06
1577	7.871269841063442e-06	4	2.8577022657825956e-06
1578	1.8064283418667037e-05	4	1.2584731945433991e-05
1579	1.5380000441396267e-05	5	9.98872517771461e-06
1580	8.695252857170791e-06	4	3.4762174347593144e-06
1581	6.189732977063323e-06	3	1.5818918846627997e-06
1582	6.7700972376909305e-06	2	1.087044592745271e-06
1583	8.038193222859601e-06	3	2.9358554476642364e-06
1584	8.71794340856863e-06	3	2.6770545774379965e-06
1585	1.0942926472619273e-05	6	6.431951650895048e-06
1586	9.74213798395213e-06	4	4.190735813888336e-06
1587	8.204296894205585e-06	4	3.1539543997908095e-06
1588	7.107644926625584e-06	1	6.849396563622506e-07
1589	1.0773437689799572e-05	4	5.201033341865147e-06
1590	6.816782998417109e-06	2	1.318574209088312e-06
1591	1.1732559778178682e-05	6	6.790655720948953e-06
1592	9.792796006181312e-06	4	4.1668802683653565e-06
1593	1.3269921260409059e-05	6	7.044750074544651e-06
1594	7.832102674930646e-06	3	2.10906211596618e-06
1595	8.460282843814976e-06	4	3.5970520695874486e-06
1596	7.240921243048269e-06	2	2.0416100599844025e-06
1597	1.2164767085388487e-05	3	5.596164728670212e-06
1598	8.407638046730265e-06	4	3.0190457681694475e-06
1599	1.1846232630672305e-05	7	7.083275886113543e-06
1600	9.2472471899691e-06	6	4.422216702577067e-06
1601	1.2707154340626172e-05	5	7.033378594391015e-06
1602	2.132732222981171e-05	6	1.6074766070505472e-05
1603	9.778532734695855e-06	6	5.5234554534098e-06
1604	7.534544613764044e-06	1	7.428261972531217e-07
1605	8.167727293058563e-06	4	2.8896435904637753e-06
1606	1.7956491810526544e-05	8	1.2752673962767899e-05
1607	7.89736522003772e-06	3	3.3729452914711125e-06
1608	8.395449558998358e-06	4	3.4942066538824197e-06
1609	9.107420870365634e-06	4	3.859269180855697e-06
1610	8.005151245309834e-06	2	1.923371853818381e-06
1611	7.957169422754196e-06	1	1.976772300613489e-06
1612	7.071198440200148e-06	2	1.423410627748974e-06
1613	9.197852735693701e-06	2	2.688238746491858e-06
1614	1.0105367712091281e-05	4	4.081674934774984e-06
1615	1.6342112079497942e-05	7	1.105585032863908e-05
1616	6.9914081130731826e-06	1	1.1268869665633986e-06
1617	7.432007295196649e-06	2	1.0058261765045166e-06
1618	7.505542329029422e-06	4	2.402232740151431e-06
1619	6.8817609795612744e-06	2	1.325452433541905e-06
1620	8.318156447650639e-06	3	3.119863337649498e-06
1621	1.1837065670057539e-05	6	6.685736478839971e-06
1622	8.962626804146127e-06	3	2.7872486894163676e-06
1623	7.234859887076747e-06	4	2.2118227174593276e-06
1624	8.033160714073657e-06	2	1.1887493195615208e-06
1625	1.157059765550288e-05	8	7.12996467745496e-06
1626	6.600050603188531e-06	2	1.170185717125245e-06
1627	5.7470557772920845e-06	2	1.1878397560844167e-06
1628	1.0708832819903687e-05	5	5.092464304779383e-06
1629	6.40024642998567e-06	1	6.967417239786562e-07
1630	8.592842690234174e-06	5	4.026998671038611e-06
1631	1.5735806943295795e-05	4	1.051054175488823e-05
1632	1.1790463060921475e-05	6	6.534140082675977e-06
1633	1.0677743914625264e-05	6	5.269968121526341e-06
1634	5.670448723927139e-06	1	4.702631578554318e-07
1635	1.4903172351725203e-05	6	9.48626134169988e-06
1636	1.4070309005318894e-05	6	8.300767792055373e-06
1637	9.375040631822252e-06	6	4.357595376888872e-06
1638	1.140186373195107e-05	7	6.7047164793410634e-06
1639	9.765224639076518e-06	7	5.077217977202498e-06
1640	1.2420328643169373e-05	8	7.851472910499767e-06
1641	9.428925108192644e-06	3	3.6518911358844695e-06
1642	1.1472570967298768e-05	7	6.826060050968081e-06
1643	7.3353391007700815e-06	1	1.0036432174676384e-06
1644	7.3981835355206236e-06	3	2.9049127712783386e-06
1645	8.79499570299067e-06	5	3.5660400402117796e-06
1646	6.376778659863753e-06	1	6.815339578797983e-07
1647	1.133897972372511e-05	6	6.606841933551971e-06
1648	1.2131277331571583e-05	4	7.225711705980206e-06
1649	7.5748539053321285e-06	3	1.8559465530777586e-06
1650	7.202847106423373e-06	2	1.3575555869204817e-06
1651	9.443529852019572e-06	3	2.990445804443455e-06
1652	1.1604792619671689e-05	5	6.586434740216658e-06
1653	1.0750153257728933e-05	5	5.992945255657826e-06
1654	2.5448912159216545e-05	4	1.978973402787934e-05
1655	7.78911569083214e-06	2	1.5507365273561495e-06
1656	1.0840375118262695e-05	5	6.2088725867283995e-06
1657	8.051621145075416e-06	4	2.5772968278152056e-06
1658	1.1673353989436825e-05	6	6.221673553979485e-06
1659	7.205955696274116e-06	2	2.4181270274110326e-06
1660	1.0335374068697853e-05	4	4.335849552118572e-06
1661	7.93105470077275e-06	2	1.7100793133565875e-06
1662	8.411268290627332e-06	4	3.78731202995051e-06
1663	9.463457910563302e-06	5	4.5341459057870295e-06
1664	1.0870349599412248e-05	4	5.183042563893036e-06
1665	8.110018940434474e-06	3	3.0230402856551046e-06
1666	5.326059908525005e-06	1	6.834547465746427e-07
1667	8.907952237501136e-06	3	2.714807876226732e-06
1668	1.1265999220012899e-05	8	6.378414519328676e-06
1669	8.979204268775963e-06	4	3.452004166703036e-06
1670	7.3046606211599705e-06	2	1.3810748707152195e-06
1671	9.27185331281023e-06	6	4.108065131862186e-06
1672	6.8188270779032765e-06	2	1.6774258708345202e-06
1673	1.4540318302685644e-05	5	9.352043642095157e-06
1674	7.254595671351677e-06	2	1.6425734568205985e-06
1675	9.908137854218926e-06	6	4.932934190625679e-06
1676	1.6605080678698468e-05	4	1.0475528622981528e-05
1677	1.3607555596053451e-05	6	7.95344059577712e-06
1678	7.536482161476723e-06	3	2.4245171822723314e-06
1679	8.707077654407068e-06	4	3.1265419768486832e-06
1680	8.94454329294736e-06	4	3.5704027176207796e-06
1681	8.965635721180518e-06	2	2.515866058857534e-06
1682	1.4041210380696831e-05	6	8.555222448841982e-06
1683	8.18810947307483e-06	2	2.1826249096708858e-06
1684	8.548286717594379e-06	3	2.8826626308702545e-06
1685	7.44804259840314e-06	2	1.1102826156123598e-06
1686	1.0892103996924218e-05	3	5.168720796283317e-06
1687	5.973975226593913e-06	0	0.0
1688	1.0339674550854678e-05	4	5.016151543324651e-06
1689	8.522359093078285e-06	3	2.7740229133611092e-06
1690	1.1117213609848704e-05	4	5.332057914035858e-06
1691	8.169489132808305e-06	3	2.3363833895548684e-06
1692	6.103955825661328e-06	2	1.198610869297775e-06
1693	1.6713153766812035e-05	4	1.0577335760300682e-05
1694	6.279310899300831e-06	1	7.894533367341509e-07
1695	8.69718092685468e-06	4	3.7095728061710946e-06
1696	7.886422869725485e-06	3	1.8949393664011386e-06
1697	8.861730887417166e-06	4	4.168651903080447e-06
1698	1.0791252284360451e-05	5	6.211754463854666e-06
1699	9.148851535604534e-06	3	2.7536906343173465e-06
1700	8.105308001784104e-06	3	2.2084539341241107e-06
1701	8.477816615653686e-06	4	2.8072988378791195e-06
1702	9.900891627094274e-06	4	4.957926586072745e-06
1703	2.0827236765776553e-05	2	1.5197789004921141e-05
1704	7.695298263273763e-06	3	1.9354220578496367e-06
1705	7.24817376439165e-06	2	1.9964175060978575e-06
1706	8.273156004913164e-06	2	1.6371225035352786e-06
1707	6.701504567070154e-06	1	6.104560820696298e-07
1708	1.0722653532172257e-05	5	5.7522385988774645e-06
1709	8.14791395847449e-06	3	2.3703231028169486e-06
1710	6.5313513465005916e-06	2	1.616386204061365e-06
1711	7.0815056703583275e-06	2	1.2632403427438796e-06
1712	8.810239546279374e-06	3	4.140331844456227e-06
1713	7.811399540439867e-06	4	2.710637043357024e-06
1714	9.740000527150607e-06	5	4.673149544835142e-06
1715	1.0238012585169444e-05	4	4.355154175057452e-06
1716	8.765623273583354e-06	5	3.447421017419163e-06
1717	1.2283465566268369e-05	5	7.423209117043793e-06
1718	1.1389182765556941e-05	6	6.898054140599686e-06
1719	8.93725342335409e-06	4	4.191504028887129e-06
1720	8.771631059537062e-06	2	3.628642693348426e-06
1721	8.488792345259344e-06	4	3.3290494803942487e-06
1722	9.702420418447019e-06	5	4.571297395467766e-06
1723	7.360049787039494e-06	1	1.392534557129344e-06
1724	7.939726006727977e-06	3	2.4166347086162584e-06
1725	8.892458954281877e-06	4	4.16318769942067e-06
1726	1.2539906867903857e-05	7	7.31688584650189e-06
1727	7.151942727292086e-06	1	9.421953643043635e-07
1728	6.432320941636937e-06	3	1.8121089854758045e-06
1729	4.098335129189966e-05	6	3.4216719526075215e-05
1730	1.0947433565349925e-05	5	5.3993258902540665e-06
1731	1.0031693128128026e-05	3	4.511491331075105e-06
1732	1.2317134012552409e-05	5	6.671875401006944e-06
1733	1.2489871592162147e-05	5	7.183429031664412e-06
1734	8.899099126598398e-06	4	3.0233108915995826e-06
1735	8.831819278684317e-06	4	3.7136251086374917e-06
1736	5.995223017049315e-06	1	5.862896803518994e-07
1737	1.058065191874696e-05	4	5.234280178495753e-06
1738	8.840061503664971e-06	2	2.643749945130108e-06
1739	8.245622316597264e-06	5	3.3519871217655476e-06
1740	1.1784685847824582e-05	4	6.4880463244399695e-06
1741	6.197717740830867e-06	2	1.3468931648982767e-06
1742	1.3494203093866325e-05	6	7.784852256690562e-06
1743	6.822471009537991e-06	3	2.34666581906343e-06
1744	1.168250183647963e-05	4	5.933992839335313e-06
1745	7.485623465868093e-06	2	2.0635446362818993e-06
1746	8.883097293564557e-06	3	3.4141792909499325e-06
1747	9.100806238043544e-06	5	4.714982303142432e-06
1748	7.659195761310188e-06	3	2.2070407577316033e-06
1749	1.6706410416866222e-05	8	1.1821804111904304e-05
1750	9.353129062030913e-06	6	4.304110698882676e-06
1751	1.0654913754353476e-05	3	4.3615019832638005e-06
1752	1.105141712524036e-05	7	6.385860297417728e-06
1753	9.091980611002018e-06	6	4.0794478452771594e-06
1754	8.247829252913005e-06	4	3.0430018270020497e-06
1755	9.767312360633398e-06	2	3.1367032292403555e-06
1756	9.740147838766433e-06	2	4.1382334628008375e-06
1757	9.382159822437983e-06	7	5.348968108824664e-06
1758	6.8441764116369405e-06	1	1.1779066088850734e-06
1759	9.081354029525629e-06	2	2.362298401480829e-06
1760	1.617603276091509e-05	5	1.0453941365266347e-05
1761	8.287299387059086e-06	5	3.5972086663118135e-06
1762	6.483664454227265e-06	2	1.0764163000008077e-06
1763	9.089113261522062e-06	2	3.4535041970811135e-06
1764	1.122870522994751e-05	5	5.5645341711050035e-06
1765	7.973859605294853e-06	3	2.615780508356056e-06
1766	1.2953109796299222e-05	6	7.607378221761475e-06
1767	1.3116737098800705e-05	4	7.934689983222442e-06
1768	5.614662616347856e-06	0	0.0
1769	7.078958623560085e-06	2	1.6798425696152175e-06
1770	1.644234653386707e-05	7	1.0634550412213744e-05
1771	6.8304373379767926e-06	3	1.9088406333146534e-06
1772	7.108356369754415e-06	2	2.0376744509742974e-06
1773	5.189149708165376e-06	1	7.184861617060891e-07
1774	8.347853079478506e-06	4	2.866092926187092e-06
1775	7.877402040812662e-06	5	3.46036251583516e-06
1776	6.904025597399419e-06	3	1.9624913587470937e-06
1777	1.26673777629712e-05	6	7.580833014966942e-06
1778	9.098578461993558e-06	4	3.451137905532179e-06
1779	6.862620528808375e-06	4	2.2636222445700875e-06
1780	9.943254766131602e-06	2	4.620861441923145e-06
1781	6.844235706268528e-06	2	1.4195809740504367e-06
1782	1.3471945305954137e-05	5	7.545921811235591e-06
1783	8.303271682647e-06	3	3.8009532855895184e-06
1784	1.072759763430377e-05	5	4.712873078768779e-06
1785	1.797689144433602e-05	6	1.2621287155486055e-05
1786	1.137790150892279e-05	6	6.835995647029952e-06
1787	9.407434130928326e-06	3	4.812156844871064e-06
1788	8.307197238374368e-06	3	2.701563618445521e-06
