	A_tot	Perf_tot	Perf_area
380	7.1084291032945335e-06	12	3.121754350357637e-06
381	8.931856138166364e-06	12	4.34004169820103e-06
382	9.078773714738572e-06	11	4.588678931548915e-06
383	8.299803641296454e-06	11	3.623772002547212e-06
384	6.912739850679857e-06	5	1.2837912034619445e-06
385	7.005113729058677e-06	9	2.4241297849416815e-06
386	7.657847104657815e-06	9	2.8003972476594895e-06
387	7.363729364701815e-06	9	2.475522949417905e-06
388	7.663544386689357e-06	9	2.9720101735399615e-06
389	5.729403520343591e-06	5	1.1447400765651956e-06
390	5.9646422008519544e-06	6	1.386117319827275e-06
391	8.645545912443856e-06	15	4.924277516281193e-06
392	9.811474143109792e-06	12	5.165376458256729e-06
393	8.883017380128311e-06	6	3.702417715791666e-06
394	7.521126848756705e-06	10	2.935853645644607e-06
395	8.861020601976636e-06	9	3.0571519412203846e-06
396	9.066176978126253e-06	9	4.0003521237838146e-06
397	6.832278044903667e-06	9	1.9546643263577055e-06
398	7.066009178508044e-06	9	2.597192509826175e-06
399	6.85906336900101e-06	12	2.6729292400421755e-06
400	7.048614550972256e-06	7	1.4812080345688013e-06
401	1.3964262354358197e-05	15	9.36754403602415e-06
402	7.628058661308039e-06	9	3.2737364658836804e-06
403	1.1730668159008998e-05	14	6.622445789423885e-06
404	7.606456725787579e-06	10	2.5442943032568116e-06
405	7.931125727373132e-06	10	3.1648019356504896e-06
406	7.404559046934167e-06	9	2.335538914126952e-06
407	9.499507825058826e-06	13	4.60931099608981e-06
408	6.6366439246586475e-06	13	3.1269872754182424e-06
409	9.07335013949437e-06	13	4.3824704883900244e-06
410	9.4138793498769e-06	10	3.940903713415682e-06
411	6.571972963826727e-06	5	2.04773380641464e-06
412	9.68851540321659e-06	8	4.576723500769608e-06
413	9.004386113809007e-06	11	3.947287512309744e-06
414	1.1689671828854433e-05	8	6.531688818869559e-06
415	7.283991616179e-06	12	2.9374640405895348e-06
416	9.233090065452303e-06	11	4.239489343340432e-06
417	5.676445989805746e-06	5	1.3591137249320734e-06
418	8.346881825716385e-06	13	3.421362253583242e-06
419	1.0738798399390604e-05	11	5.4656345953406394e-06
420	8.250729287948383e-06	9	3.0550822761231767e-06
421	8.322418304266638e-06	10	4.068610304858583e-06
422	8.0143474723993e-06	9	3.1706853455258115e-06
423	7.54897635397883e-06	11	2.585441871940066e-06
